candidate_id,job_id,total_experience_years,education_level,skills_list,certification_count,project_count,job_fit_label
C49246,J003,7.3,Diploma,"Azure,CSS,React",3.0,5,0
C49247,J001,2.9,High School,"AWS,HTML,Node.js,Angular",4.0,2,0
C49248,J004,1.8,High School,"GCP,Kotlin,Flask,Python,Java,CSS,Node.js",3.0,5,0
C49249,J003,4.9,M.Tech,"Angular,AWS,React,Flask",5.0,5,0
C49250,J004,0.0,M.Sc,"HTML,Swift,React",1.0,6,1
C49251,J003,3.4,M.Sc,"Kotlin,C++,Docker,SQL",1.0,2,0
C49252,J002,0.6,High School,"Django,CSS,Kubernetes,JavaScript,Azure",4.0,4,0
C49253,J001,0.0,High School,"Swift,Kubernetes,Docker",3.0,5,1
C49254,J002,2.8,M.Tech,"SQL,Python,Kotlin,JavaScript",0.0,1,0
C49255,J001,4.7,M.Sc,"C++,Kotlin,Go,Azure,Django,Angular,React",1.0,1,0
C49256,J002,3.4,B.Sc,"CSS,Azure,JavaScript,Go,Swift",4.0,6,1
C49257,J003,3.2,M.Tech,"CSS,Java,JavaScript,Go,Django,GCP",1.0,5,1
C49258,J003,0.0,PhD,"HTML,React,Flask,Node.js,Docker,CSS,Django",1.0,5,1
C49259,J004,2.7,Diploma,"CSS,Swift,Go",3.0,6,0
C49260,J003,2.7,M.Tech,"AWS,Java,Angular,Python,Flask,Kotlin,C++",3.0,4,0
C49261,J002,4.2,High School,"Docker,React,Node.js,Kotlin,GCP",0.0,1,0
C49262,J003,0.9,Diploma,"CSS,Azure,Docker",0.0,6,1
C49263,J001,4.7,B.Tech,"Kubernetes,C++,Docker,Django,GCP,Azure,Java",0.0,4,1
C49264,J001,2.0,B.Sc,"Python,Docker,Kubernetes,CSS",5.0,5,0
C49265,J004,2.4,High School,"Kotlin,Docker,React,Azure,Node.js,Swift",2.0,6,1
C49266,J001,4.1,Diploma,"Kotlin,GCP,CSS,AWS,Node.js,JavaScript,Azure",5.0,6,0
C49267,J001,0.6,PhD,"HTML,Kotlin,Java,CSS,Go,JavaScript,Docker",2.0,3,0
C49268,J001,4.6,High School,"Azure,HTML,GCP,Kubernetes,Flask,Go,AWS",1.0,1,0
C49269,J004,0.3,M.Tech,"HTML,Django,CSS,Angular,Flask",4.0,5,1
C49270,J003,4.3,Diploma,"Java,GCP,Python,HTML",0.0,1,0
C49271,J001,2.5,M.Sc,"Django,C++,Java,Python,Kotlin,AWS,GCP",1.0,1,1
C49272,J002,2.7,High School,"Python,AWS,Django,HTML,Java,Kotlin,Flask",5.0,4,1
C49273,J004,0.0,B.Sc,"Flask,Java,Kotlin,C++",4.0,5,1
C49274,J001,1.8,B.Tech,"CSS,Flask,C++",0.0,6,0
C49275,J002,2.6,PhD,"C++,Java,HTML,Azure,SQL",2.0,1,0
C49276,J003,6.1,B.Sc,"Azure,Swift,Django,SQL,Python,Angular",0.0,5,1
C49277,J001,2.9,Diploma,"Django,AWS,Swift",0.0,1,1
C49278,J003,1.7,M.Tech,"Docker,HTML,CSS,Django,Node.js",2.0,2,1
C49279,J003,4.7,B.Tech,"C++,HTML,Django,Docker,Kotlin,Go",4.0,2,1
C49280,J003,2.0,M.Tech,"React,JavaScript,Flask,C++,GCP,Kubernetes",2.0,3,1
C49281,J003,5.1,Diploma,"SQL,HTML,Django",4.0,2,0
C49282,J001,3.5,PhD,"Python,Kubernetes,Swift,Go,Flask",3.0,6,1
C49283,J001,1.2,High School,"AWS,React,Django,Go,Java,GCP,Python",0.0,6,1
C49284,J001,4.9,B.Sc,"CSS,React,Docker,Django,Azure,Swift,Java",3.0,4,1
C49285,J001,4.2,Diploma,"Kotlin,Docker,SQL,Go,Python,Azure,Node.js",5.0,4,0
C49286,J003,4.8,Diploma,"C++,Angular,CSS,Azure,Docker,Kotlin",2.0,1,1
C49287,J003,2.6,B.Tech,"CSS,Node.js,HTML,Flask,JavaScript,C++,Django",3.0,5,1
C49288,J001,4.2,B.Tech,"Django,Go,Docker,CSS",4.0,3,0
C49289,J001,6.8,B.Sc,"AWS,Node.js,SQL",2.0,2,0
C49290,J001,3.3,M.Sc,"Docker,SQL,Java,HTML,Flask,Node.js,Swift",4.0,3,1
C49291,J003,2.2,High School,"CSS,Node.js,HTML,Go",1.0,2,0
C49292,J004,6.1,Diploma,"HTML,Azure,Java",0.0,4,0
C49293,J002,4.3,PhD,"Java,HTML,JavaScript,SQL,Angular",1.0,5,1
C49294,J004,2.1,B.Tech,"Flask,Kubernetes,Python,SQL,CSS,AWS",2.0,6,0
C49295,J001,6.5,Diploma,"SQL,Python,CSS,Go,Swift,HTML",1.0,5,0
C49296,J001,0.6,High School,"React,JavaScript,C++,Django,Docker,CSS,AWS",2.0,4,0
C49297,J001,4.1,High School,"HTML,GCP,Kotlin,Java,Swift,AWS,CSS",3.0,6,0
C49298,J003,5.3,High School,"Docker,Java,Python",0.0,3,0
C49299,J004,5.1,High School,"C++,Go,Swift,JavaScript,Node.js",5.0,6,0
C49300,J001,1.2,M.Tech,"Docker,Python,C++,CSS,Go",0.0,5,1
C49301,J004,0.5,PhD,"C++,Flask,HTML,GCP",5.0,5,0
C49302,J004,3.5,M.Tech,"Kubernetes,Angular,Swift,HTML,Django,Python",4.0,3,0
C49303,J002,4.4,High School,"Azure,SQL,Kotlin,Java",1.0,6,1
C49304,J001,0.8,B.Tech,"Java,CSS,Kubernetes",5.0,1,0
C49305,J003,3.6,B.Tech,"Python,HTML,C++,GCP,React,Node.js,Azure",3.0,4,1
C49306,J002,0.1,M.Tech,"AWS,Kubernetes,SQL",5.0,5,0
C49307,J001,5.1,Diploma,"Node.js,Go,SQL,GCP,Kubernetes,Angular,React",0.0,4,0
C49308,J001,1.9,High School,"Flask,JavaScript,Kubernetes,GCP",3.0,3,0
C49309,J001,2.7,High School,"SQL,Angular,Python,CSS,Node.js",3.0,1,1
C49310,J002,4.7,Diploma,"AWS,Kubernetes,React,Angular,Swift,Django,Docker",2.0,6,1
C49311,J004,4.5,Diploma,"Kubernetes,Python,Azure",1.0,3,1
C49312,J003,3.9,B.Tech,"Node.js,Django,Go",3.0,5,1
C49313,J001,5.1,M.Tech,"AWS,Django,Python,Flask,JavaScript",2.0,2,0
C49314,J002,3.8,PhD,"Python,Kubernetes,C++,Go",2.0,6,0
C49315,J002,5.9,PhD,"Python,GCP,C++,Kubernetes",3.0,3,0
C49316,J003,0.0,Diploma,"CSS,SQL,Django,Azure,Swift,Flask",2.0,3,0
C49317,J003,2.9,B.Tech,"Flask,AWS,JavaScript,Node.js,CSS,Swift",2.0,5,1
C49318,J004,2.8,Diploma,"Python,Azure,HTML,GCP,Swift",5.0,1,0
C49319,J003,2.6,PhD,"CSS,Python,Node.js",1.0,2,1
C49320,J001,4.0,M.Tech,"Swift,Angular,AWS,Python,GCP",5.0,5,1
C49321,J002,3.4,High School,"GCP,Go,React,AWS,Django,Azure,Java",2.0,3,1
C49322,J004,4.6,M.Tech,"Django,Flask,React,SQL,Docker",4.0,3,0
C49323,J003,0.6,B.Sc,"Python,Django,Node.js",2.0,6,0
C49324,J001,7.6,M.Sc,"Swift,Java,AWS,Python",4.0,6,0
C49325,J004,2.2,High School,"CSS,Kotlin,C++,Node.js,Python,Java",4.0,3,1
C49326,J002,3.6,B.Sc,"Flask,Azure,Django,SQL,React,Swift",1.0,1,0
C49327,J001,2.6,B.Tech,"Python,C++,SQL",1.0,2,1
C49328,J002,3.2,PhD,"HTML,Kotlin,SQL,Azure,GCP",5.0,3,1
C49329,J003,1.9,M.Tech,"AWS,GCP,Kotlin,Angular,HTML,CSS,Python",4.0,4,1
C49330,J004,3.4,Diploma,"GCP,SQL,Swift,Docker,Azure,Node.js",2.0,5,0
C49331,J002,4.2,B.Sc,"Angular,Python,Node.js,Kubernetes,AWS",0.0,6,1
C49332,J004,0.0,B.Tech,"Go,JavaScript,GCP,Node.js,CSS,Flask",4.0,3,1
C49333,J002,2.3,Diploma,"CSS,Python,Node.js,SQL,React,Docker",2.0,1,0
C49334,J004,2.3,High School,"Azure,GCP,Kubernetes,JavaScript,React",1.0,4,1
C49335,J004,7.6,M.Sc,"Swift,SQL,Java,Go,Python,C++",5.0,6,0
C49336,J003,4.7,B.Tech,"C++,CSS,React,Node.js,JavaScript,Kotlin",3.0,5,0
C49337,J001,6.0,High School,"Swift,Azure,Flask,Kubernetes,Java,Go",5.0,2,0
C49338,J004,4.1,M.Tech,"Java,AWS,C++,Kotlin,Python,JavaScript",0.0,2,0
C49339,J004,3.2,B.Tech,"Python,Docker,Kubernetes,Flask,Node.js,HTML,React",0.0,4,0
C49340,J004,3.7,High School,"Kubernetes,Node.js,Flask,Python,React,JavaScript",2.0,4,0
C49341,J002,5.2,High School,"Java,Python,Kotlin",2.0,2,1
C49342,J002,6.5,B.Sc,"GCP,Azure,Node.js,React,C++,Flask,Django",3.0,4,1
C49343,J004,3.6,B.Tech,"JavaScript,Kotlin,Swift,Docker,GCP,C++,SQL",1.0,4,1
C49344,J003,1.8,M.Tech,"C++,Django,Kubernetes",2.0,2,1
C49345,J004,4.8,M.Tech,"GCP,React,Go,Docker,Azure,Swift",1.0,5,0
C49346,J001,1.3,PhD,"SQL,Kubernetes,JavaScript,Azure,Swift,Node.js,AWS",1.0,5,1
C49347,J001,3.8,Diploma,"CSS,JavaScript,GCP",5.0,6,0
C49348,J002,4.4,M.Sc,"Azure,Python,JavaScript,Kotlin,Django,Flask,Angular",4.0,6,1
C49349,J002,2.8,PhD,"Flask,SQL,Kubernetes,CSS,React,Docker",5.0,3,0
C49350,J002,1.2,PhD,"AWS,Kotlin,C++,SQL,Java,Django",4.0,5,0
C49351,J002,2.1,PhD,"JavaScript,Node.js,AWS,Kotlin",2.0,1,0
C49352,J001,2.4,B.Tech,"Swift,Azure,Go",4.0,2,0
C49353,J003,0.9,B.Sc,"HTML,Kubernetes,Azure,Python,GCP,Docker",0.0,6,1
C49354,J001,2.2,High School,"Swift,Flask,C++,CSS",5.0,3,1
C49355,J002,0.1,M.Sc,"Django,Docker,Kubernetes",1.0,1,1
C49356,J003,4.2,Diploma,"Python,Angular,Swift,AWS",3.0,2,1
C49357,J001,3.7,M.Tech,"AWS,Docker,Go,Django,React,HTML,Azure",5.0,6,1
C49358,J003,3.5,Diploma,"Swift,Node.js,JavaScript,Flask,Java,Docker",2.0,2,1
C49359,J004,2.2,High School,"SQL,Django,Java,Kubernetes,JavaScript,Go",5.0,1,0
C49360,J004,2.5,Diploma,"Node.js,Azure,Docker,Go,Python,AWS,React",3.0,4,1
C49361,J003,1.3,M.Sc,"AWS,JavaScript,Java,Django,Go",3.0,4,1
C49362,J004,4.0,B.Tech,"Kubernetes,C++,Java,Go,CSS,JavaScript,Angular",4.0,3,1
C49363,J003,0.3,B.Sc,"Java,CSS,Node.js,Python,Docker,Swift",3.0,3,1
C49364,J002,3.2,B.Tech,"Kotlin,Java,SQL,C++,CSS",4.0,4,0
C49365,J004,1.7,M.Sc,"Docker,C++,Swift",1.0,5,0
C49366,J002,6.5,PhD,"Go,HTML,Kubernetes,C++,Angular,JavaScript",5.0,2,0
C49367,J003,4.1,Diploma,"HTML,Python,Kubernetes,AWS,Kotlin,React,Angular",4.0,5,1
C49368,J003,3.0,M.Sc,"SQL,Kotlin,Kubernetes,HTML",0.0,2,0
C49369,J002,0.8,High School,"React,Docker,Azure,Java,Node.js",0.0,1,1
C49370,J004,0.3,High School,"GCP,CSS,Java,Kotlin,Azure",0.0,6,1
C49371,J001,4.0,B.Tech,"Docker,C++,Swift,HTML,Node.js",5.0,2,1
C49372,J003,6.6,Diploma,"Kubernetes,JavaScript,Kotlin,Python,Docker,GCP",3.0,4,1
C49373,J004,3.8,M.Sc,"React,CSS,Kubernetes,Go,HTML,Kotlin",5.0,4,0
C49374,J001,3.4,B.Tech,"Node.js,React,Go,Kubernetes,CSS,Python",3.0,3,1
C49375,J004,3.4,B.Sc,"Python,Docker,C++,Kubernetes,Azure,Swift",3.0,3,0
C49376,J003,3.2,PhD,"Angular,Java,Node.js,AWS,Azure,React",5.0,4,1
C49377,J001,3.4,B.Tech,"Django,GCP,Kubernetes,Java,C++",2.0,6,0
C49378,J002,1.6,M.Tech,"Docker,CSS,Kotlin,Angular,Node.js,Azure",4.0,5,0
C49379,J002,1.1,Diploma,"Kubernetes,CSS,C++,Docker,GCP,Go,JavaScript",5.0,4,0
C49380,J004,3.2,High School,"JavaScript,SQL,Go,Node.js,HTML,AWS",0.0,1,0
C49381,J002,6.0,B.Sc,"Django,Azure,Node.js,Flask,GCP,Go,AWS",3.0,2,1
C49382,J001,4.6,B.Sc,"C++,SQL,Kotlin,Swift",5.0,4,0
C49383,J002,0.5,Diploma,"SQL,Kubernetes,Swift,Go,GCP,C++,HTML",5.0,3,1
C49384,J001,2.5,M.Sc,"Go,Node.js,HTML,SQL,Azure,Kubernetes",0.0,1,0
C49385,J004,4.5,M.Sc,"HTML,React,Kotlin,Docker",5.0,5,0
C49386,J004,6.0,PhD,"GCP,Azure,AWS,CSS,Go",3.0,5,0
C49387,J001,6.6,B.Sc,"AWS,C++,Kotlin,SQL,Node.js,CSS,Java",2.0,2,1
C49388,J003,2.6,PhD,"Java,Go,Python",1.0,6,1
C49389,J001,4.6,M.Tech,"CSS,HTML,Node.js,SQL",0.0,5,1
C49390,J001,3.5,High School,"Go,C++,Node.js,Flask,CSS,React,Kubernetes",5.0,3,0
C49391,J004,2.8,Diploma,"Django,Angular,Go,Docker,JavaScript,Swift",4.0,2,0
C49392,J004,3.1,Diploma,"React,Django,Azure,JavaScript,Flask,AWS,Node.js",4.0,6,0
C49393,J003,3.1,M.Tech,"Kubernetes,AWS,React,Azure,HTML,Node.js",0.0,3,0
C49394,J002,5.4,M.Tech,"Django,Python,Go,Kubernetes,Swift,Node.js,Kotlin",2.0,3,1
C49395,J001,0.2,M.Sc,"Flask,SQL,CSS,React,Angular,Kubernetes",4.0,6,0
C49396,J002,3.9,M.Sc,"SQL,Docker,C++,Kubernetes,Node.js",5.0,4,1
C49397,J004,6.1,M.Tech,"AWS,Java,HTML,Node.js,CSS,Azure",5.0,3,0
C49398,J004,5.9,PhD,"Azure,Django,Angular,SQL,GCP",4.0,2,1
C49399,J001,4.1,Diploma,"React,Angular,Python,Kotlin",4.0,1,0
C49400,J002,1.5,Diploma,"C++,Node.js,Kotlin,Django",3.0,1,1
C49401,J002,4.6,High School,"Python,Swift,Node.js,GCP,Kotlin,Docker,HTML",2.0,6,1
C49402,J003,5.6,PhD,"Go,Docker,React",4.0,6,1
C49403,J001,2.0,B.Tech,"C++,CSS,HTML",1.0,6,0
C49404,J003,3.7,PhD,"C++,CSS,Flask,Azure",2.0,6,0
C49405,J001,2.6,B.Sc,"CSS,GCP,Django,C++,Node.js,Go,Kotlin",3.0,1,1
C49406,J002,1.8,B.Tech,"React,C++,Java,Kubernetes,Swift,AWS,CSS",2.0,3,0
C49407,J003,2.4,M.Tech,"CSS,Docker,Java,Azure,Flask",1.0,5,0
C49408,J001,3.3,M.Tech,"Kotlin,Django,Docker,AWS,Azure,Swift",5.0,6,0
C49409,J002,1.2,Diploma,"Kubernetes,HTML,Python,Docker,C++",4.0,4,1
C49410,J002,0.8,High School,"React,SQL,Kotlin,HTML,Swift,Django",1.0,4,0
C49411,J003,1.2,Diploma,"SQL,JavaScript,Python,HTML,Go,C++",3.0,4,0
C49412,J004,3.7,B.Sc,"Flask,React,Go,Python,C++,Kubernetes",0.0,3,0
C49413,J001,0.1,B.Sc,"Kubernetes,Go,Kotlin,Angular",3.0,2,1
C49414,J004,0.0,M.Sc,"Kubernetes,C++,Azure,Swift,HTML",1.0,1,1
C49415,J001,5.7,PhD,"Flask,Go,Kubernetes,Python,HTML",1.0,4,0
C49416,J003,1.0,High School,"Flask,Python,SQL,Django",1.0,6,0
C49417,J004,2.6,High School,"AWS,Python,React,Django,C++,Docker,HTML",2.0,4,0
C49418,J002,4.8,High School,"CSS,Django,Kotlin,Angular,Docker,Java,Swift",0.0,2,1
C49419,J001,0.1,M.Sc,"AWS,GCP,SQL,React,HTML",4.0,4,0
C49420,J004,0.1,B.Tech,"C++,Python,Django,GCP,AWS,React,Docker",1.0,1,0
C49421,J001,1.7,M.Sc,"AWS,Node.js,Angular",3.0,2,0
C49422,J002,4.9,Diploma,"Go,React,Node.js,Django,Java,C++,Kubernetes",4.0,1,0
C49423,J004,3.0,PhD,"JavaScript,CSS,Docker,AWS,Python",2.0,3,0
C49424,J002,3.0,M.Sc,"JavaScript,Java,C++,Docker,Azure,Flask,HTML",4.0,3,1
C49425,J001,2.4,B.Tech,"Kotlin,JavaScript,Docker,HTML,React",1.0,1,0
C49426,J004,4.1,M.Sc,"GCP,Django,HTML,Angular,Node.js",0.0,6,1
C49427,J004,5.9,PhD,"Azure,HTML,CSS",4.0,6,1
C49428,J004,9.0,Diploma,"React,CSS,Python,Flask,Angular,AWS",3.0,5,1
C49429,J003,2.7,Diploma,"SQL,Java,HTML,AWS,Docker,Go",5.0,4,0
C49430,J001,6.1,PhD,"Kotlin,Go,GCP,Flask",2.0,2,1
C49431,J002,5.0,B.Tech,"AWS,Go,Angular,Node.js,Flask,Docker",1.0,2,0
C49432,J001,3.5,High School,"React,AWS,Go,CSS",2.0,6,0
C49433,J004,0.0,B.Tech,"SQL,C++,Django",4.0,5,0
C49434,J001,2.2,M.Sc,"Docker,JavaScript,GCP,AWS,Kubernetes,Flask,Python",2.0,4,0
C49435,J001,2.3,B.Tech,"JavaScript,Python,Flask,Kubernetes",1.0,2,0
C49436,J002,3.7,High School,"Angular,Swift,Azure",4.0,3,0
C49437,J004,2.6,B.Sc,"JavaScript,GCP,Django,Angular,Docker,React,Node.js",1.0,5,1
C49438,J002,1.9,B.Sc,"SQL,Django,React,GCP,AWS,HTML",1.0,5,1
C49439,J001,7.1,B.Tech,"Kotlin,HTML,Django,GCP,Swift",3.0,5,1
C49440,J001,5.6,High School,"Flask,CSS,Kotlin,Docker,Java",2.0,1,0
C49441,J001,0.0,M.Tech,"Azure,SQL,Node.js",1.0,4,1
C49442,J001,2.4,B.Sc,"Swift,GCP,Node.js",2.0,2,0
C49443,J001,4.3,PhD,"React,Go,C++,CSS,Java,GCP,Angular",0.0,1,1
C49444,J001,5.7,PhD,"Kotlin,C++,Angular,GCP,Kubernetes",2.0,3,1
C49445,J001,2.2,M.Sc,"Node.js,GCP,Kubernetes,Go,Java,SQL",4.0,1,1
C49446,J002,2.6,B.Tech,"HTML,Kotlin,Kubernetes,Django,CSS",2.0,3,1
C49447,J003,3.2,Diploma,"CSS,Go,Django,HTML,Kotlin",3.0,3,1
C49448,J002,4.3,M.Tech,"AWS,JavaScript,Azure,Swift",4.0,5,1
C49449,J004,0.0,High School,"Django,Flask,Kubernetes,SQL,C++,Kotlin,GCP",2.0,6,0
C49450,J001,0.0,B.Sc,"GCP,React,Node.js",0.0,4,1
C49451,J001,5.5,M.Sc,"React,Python,Angular,SQL",2.0,6,0
C49452,J003,1.0,PhD,"AWS,Swift,Python,Azure,GCP,JavaScript,React",4.0,5,0
C49453,J003,7.2,Diploma,"C++,HTML,Node.js,Python,Kotlin",3.0,5,1
C49454,J002,1.3,PhD,"Go,Flask,Node.js,SQL,Swift,React",4.0,5,0
C49455,J002,2.6,B.Sc,"SQL,Flask,HTML,Java,Python",4.0,6,0
C49456,J003,3.7,M.Tech,"SQL,Kubernetes,Angular,React",2.0,4,0
C49457,J001,0.0,M.Sc,"Swift,Python,GCP,AWS,React",4.0,6,1
C49458,J001,8.7,Diploma,"Go,Kotlin,C++",5.0,6,1
C49459,J003,2.2,High School,"Node.js,Angular,Kubernetes,C++",5.0,3,1
C49460,J002,1.3,PhD,"Kubernetes,C++,HTML",0.0,3,1
C49461,J002,0.7,M.Sc,"Node.js,Azure,C++,GCP,Java,SQL",2.0,6,0
C49462,J001,3.7,PhD,"JavaScript,CSS,Kotlin,AWS,Flask,Swift,C++",3.0,6,1
C49463,J003,3.6,B.Sc,"AWS,SQL,Django,Angular",0.0,3,0
C49464,J004,0.7,PhD,"GCP,Python,Azure,C++",1.0,1,0
C49465,J003,0.3,B.Sc,"Angular,React,Docker",0.0,2,0
C49466,J004,5.1,High School,"Django,C++,Kotlin,JavaScript,Flask,Node.js",2.0,4,0
C49467,J001,1.7,B.Tech,"Flask,Angular,C++,React,AWS",5.0,4,1
C49468,J002,0.0,B.Tech,"SQL,Kotlin,GCP,Python",5.0,6,0
C49469,J004,2.7,M.Tech,"Azure,Python,JavaScript,HTML,GCP",5.0,4,1
C49470,J001,2.2,High School,"C++,GCP,Swift",0.0,6,1
C49471,J003,6.9,M.Tech,"Kotlin,Kubernetes,Go,Node.js,JavaScript,HTML",5.0,1,0
C49472,J004,2.0,B.Sc,"Django,Python,Kotlin,SQL,Java,CSS,Swift",0.0,4,1
C49473,J002,2.4,PhD,"AWS,HTML,JavaScript,Node.js,Go",0.0,3,1
C49474,J002,3.4,PhD,"Angular,Azure,Node.js,Swift",0.0,2,0
C49475,J002,1.9,B.Sc,"Azure,Go,SQL",1.0,4,1
C49476,J002,3.9,PhD,"Python,Angular,GCP,Flask,SQL,JavaScript",5.0,6,1
C49477,J002,1.0,M.Sc,"Kubernetes,Django,C++,Angular,Swift,Flask,Node.js",2.0,3,1
C49478,J001,2.5,PhD,"Docker,Node.js,HTML,AWS,SQL,Kubernetes",0.0,1,0
C49479,J001,3.8,PhD,"React,Python,Docker,HTML,CSS",0.0,2,0
C49480,J002,5.3,Diploma,"Node.js,Flask,JavaScript,SQL,Swift,Python,CSS",1.0,5,1
C49481,J004,1.8,M.Sc,"Django,Node.js,Kotlin,Java,Swift,JavaScript",1.0,3,1
C49482,J001,1.8,M.Tech,"Node.js,Python,React,Angular,Go,CSS,SQL",1.0,6,0
C49483,J003,6.1,M.Tech,"Java,Angular,AWS,Swift,Python,Node.js,HTML",1.0,4,0
C49484,J001,1.9,High School,"Docker,AWS,Azure,Angular,React",2.0,6,1
C49485,J001,2.9,M.Tech,"Docker,HTML,Go,Python,Swift",3.0,3,1
C49486,J001,6.4,High School,"GCP,C++,Kubernetes,Angular,Django",0.0,4,1
C49487,J003,3.1,PhD,"React,Kotlin,GCP,Azure,Node.js,Django",5.0,6,1
C49488,J001,2.5,High School,"Python,HTML,Azure,Docker",2.0,5,0
C49489,J002,2.7,Diploma,"JavaScript,Go,Docker,React,AWS,Django,Kubernetes",1.0,2,1
C49490,J002,1.5,Diploma,"C++,Node.js,Azure,Go,React",0.0,5,0
C49491,J001,3.9,B.Sc,"AWS,Node.js,Django",4.0,3,0
C49492,J002,1.2,PhD,"C++,JavaScript,Angular,CSS,Kubernetes,Kotlin,Go",3.0,5,0
C49493,J002,4.6,High School,"Django,Angular,Swift,Docker,SQL",5.0,2,0
C49494,J002,3.0,M.Sc,"Swift,Azure,Java,Node.js,SQL,HTML,Django",3.0,4,0
C49495,J002,3.5,High School,"HTML,Flask,Python,Kotlin,GCP",1.0,3,1
C49496,J001,6.5,Diploma,"C++,Azure,Django,JavaScript",5.0,2,1
C49497,J003,0.1,B.Sc,"Go,Angular,Swift,CSS",0.0,1,1
C49498,J001,3.0,PhD,"Kubernetes,CSS,Kotlin,Python,Java,Node.js,Azure",4.0,1,0
C49499,J001,4.3,Diploma,"Django,Docker,CSS,Java,Flask,Node.js,AWS",2.0,2,1
C49500,J001,1.8,PhD,"Angular,Swift,SQL,GCP",0.0,2,1
C49501,J001,4.9,M.Sc,"Kubernetes,GCP,Docker,Python,CSS",1.0,5,1
C49502,J002,1.9,M.Sc,"React,Swift,HTML,JavaScript,Flask",2.0,2,0
C49503,J004,3.6,High School,"Swift,Angular,AWS,HTML",4.0,2,0
C49504,J003,2.8,B.Sc,"Java,Swift,Angular,Django,Go",0.0,3,1
C49505,J002,3.3,M.Tech,"HTML,Django,SQL,Azure",2.0,1,0
C49506,J002,3.1,B.Sc,"CSS,Swift,JavaScript",1.0,4,1
C49507,J003,2.9,B.Tech,"Docker,HTML,Go,GCP,Flask,Node.js,Angular",4.0,5,1
C49508,J004,2.1,B.Sc,"Node.js,GCP,Java,Kubernetes,Kotlin,Flask",4.0,1,1
C49509,J004,1.7,PhD,"Flask,Angular,C++",1.0,4,1
C49510,J004,3.6,High School,"Java,Flask,CSS,Docker,C++,Swift",2.0,5,0
C49511,J004,3.1,Diploma,"JavaScript,Django,Swift,Flask,AWS,Go,Node.js",5.0,4,1
C49512,J001,1.6,High School,"Flask,Swift,JavaScript,HTML",3.0,4,0
C49513,J001,3.7,M.Sc,"Django,JavaScript,Swift",3.0,4,1
C49514,J001,2.1,B.Tech,"Angular,Kotlin,C++,Java,Azure,GCP,Swift",0.0,2,1
C49515,J001,6.1,High School,"C++,SQL,GCP",5.0,5,1
C49516,J002,8.0,B.Sc,"Docker,HTML,Angular,Flask,Django",4.0,4,0
C49517,J004,5.8,B.Sc,"Node.js,AWS,Kotlin,Flask",3.0,1,0
C49518,J001,5.7,B.Sc,"HTML,C++,Docker,Kubernetes,JavaScript",5.0,4,0
C49519,J003,4.6,B.Sc,"Node.js,Go,Kotlin,Flask,SQL",3.0,2,0
C49520,J003,2.6,B.Tech,"Java,CSS,JavaScript,GCP,Flask,HTML",3.0,4,0
C49521,J002,0.0,Diploma,"GCP,C++,Go,React,Django,HTML,Node.js",3.0,3,1
C49522,J003,0.9,B.Tech,"Angular,Docker,Flask,Python,SQL,Go",3.0,2,0
C49523,J001,1.6,PhD,"Flask,Kubernetes,Angular,GCP",5.0,1,0
C49524,J002,5.4,M.Sc,"Kubernetes,CSS,C++,Python",0.0,6,1
C49525,J001,3.5,Diploma,"Django,HTML,CSS,JavaScript,Go",0.0,4,1
C49526,J003,1.7,B.Sc,"HTML,AWS,SQL,GCP,Python,Java,Swift",0.0,6,0
C49527,J003,0.0,PhD,"Flask,SQL,Django,React",3.0,6,1
C49528,J001,7.6,B.Sc,"GCP,Kubernetes,Node.js,CSS",0.0,6,0
C49529,J002,4.1,B.Sc,"Python,JavaScript,Go,C++,Kubernetes,Swift,Java",5.0,2,1
C49530,J002,4.8,B.Sc,"Swift,GCP,CSS",2.0,2,0
C49531,J002,1.9,PhD,"CSS,AWS,Python,GCP,SQL,Java",0.0,6,0
C49532,J004,2.7,Diploma,"Azure,Docker,Kotlin",0.0,1,1
C49533,J003,2.3,PhD,"Angular,JavaScript,React,CSS,C++,AWS,Swift",3.0,3,1
C49534,J002,3.1,M.Sc,"AWS,React,C++,Kubernetes",5.0,5,1
C49535,J001,6.7,M.Tech,"Docker,GCP,Swift,React",0.0,6,0
C49536,J001,0.6,M.Tech,"Python,HTML,Go,Kubernetes,JavaScript",2.0,6,0
C49537,J001,2.9,B.Tech,"Kotlin,Node.js,Swift,Java,JavaScript,Azure",1.0,4,0
C49538,J003,3.7,B.Tech,"SQL,GCP,Go,Kotlin",4.0,6,0
C49539,J002,2.8,M.Tech,"Node.js,Docker,JavaScript,CSS,Django,React,Kotlin",3.0,4,1
C49540,J001,5.0,M.Tech,"Azure,Kotlin,Swift,C++,Kubernetes,Angular,SQL",5.0,4,1
C49541,J003,0.0,M.Tech,"AWS,Kotlin,Node.js,Swift",3.0,2,1
C49542,J003,6.8,B.Tech,"Swift,Django,Go,AWS,SQL",4.0,5,0
C49543,J004,0.3,M.Sc,"GCP,C++,JavaScript",0.0,1,1
C49544,J004,0.7,M.Tech,"AWS,JavaScript,Kotlin,SQL,HTML,Python",1.0,5,0
C49545,J001,2.1,B.Tech,"Go,Kubernetes,C++,AWS,Angular",4.0,4,0
C49546,J002,1.7,High School,"Flask,Go,GCP,Kubernetes,Django",0.0,3,1
C49547,J001,3.8,B.Tech,"Python,Swift,Flask,Django",4.0,1,0
C49548,J003,3.6,B.Sc,"Java,Django,Flask,Python,GCP,React,C++",4.0,5,0
